run_id,step,op,args,position,crop,money_before,money_after,tile_before,tile_after,shed_before_qty,shed_after_qty,outcome
,257,SOUTH,(),"(0, 0)",,349.0,349.0,,,,,OBSERVED
,258,WATER,(),"(0, 1)",MELON,349.0,349.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,259,EAST,(),"(0, 1)",MELON,349.0,349.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,260,WATER,(),"(1, 1)",MELON,349.0,349.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,WATERED
,261,NORTH,(),"(1, 1)",MELON,349.0,189.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 336, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",0,0,OBSERVED
,262,WATER,(),"(1, 0)",MELON,189.0,189.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,WATERED
,263,EAST,(),"(1, 0)",MELON,189.0,189.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,45,OBSERVED
,264,WEST,(),"(4, 4)",,189.0,11489.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,265,WEST,(),"(3, 4)",,11489.0,11489.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,266,WEST,(),"(2, 4)",,11489.0,11489.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,267,NORTH,(),"(1, 4)",,11489.0,11489.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,268,NORTH,(),"(1, 3)",,11489.0,11489.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,269,NORTH,(),"(1, 2)",,11489.0,11489.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,270,HARVEST,(),"(1, 1)",MELON,11489.0,11489.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",,0,0,TILE_CHANGED_NO_SHED_CHANGE
,271,NORTH,(),"(1, 1)",,11489.0,11489.0,,,,,OBSERVED
,272,WATER,(),"(1, 0)",MELON,11489.0,11489.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,WATERED
,273,WEST,(),"(1, 0)",MELON,11489.0,11489.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,274,EAST,(),"(0, 0)",,11489.0,11489.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,275,WEST,(),"(1, 0)",MELON,11489.0,11489.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,276,EAST,(),"(0, 0)",,11489.0,11489.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,277,WEST,(),"(1, 0)",MELON,11489.0,11489.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,278,EAST,(),"(0, 0)",,11489.0,11489.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,279,SOUTH,(),"(1, 0)",MELON,11489.0,11489.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,280,WATER,(),"(1, 1)",MELON,11489.0,11489.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,WATERED
,281,WEST,(),"(1, 1)",MELON,11489.0,11489.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,282,HARVEST,(),"(0, 1)",MELON,11489.0,11489.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 1, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 5, 'max_lifespan_step': 336, 'fertilized_until_day': -1}",,0,0,TILE_CHANGED_NO_SHED_CHANGE
,283,EAST,(),"(0, 1)",,11489.0,11329.0,,,,,OBSERVED
,284,WEST,(),"(1, 1)",MELON,11329.0,11329.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,285,EAST,(),"(0, 1)",,11329.0,11329.0,,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",,,OBSERVED
,286,WEST,(),"(1, 1)",MELON,11329.0,11329.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,287,WATER,(),"(0, 1)",MELON,11329.0,11329.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 1, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,10,WATERED
,288,WEST,(),"(4, 4)",,11329.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,289,WEST,(),"(3, 4)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,290,WEST,(),"(2, 4)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,291,NORTH,(),"(1, 4)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,292,NORTH,(),"(1, 3)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,293,NORTH,(),"(1, 2)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,294,WATER,(),"(1, 1)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,WATERED
,295,NORTH,(),"(1, 1)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,296,WATER,(),"(1, 0)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,WATERED
,297,WEST,(),"(1, 0)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,298,EAST,(),"(0, 0)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,299,WEST,(),"(1, 0)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,300,EAST,(),"(0, 0)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,301,WEST,(),"(1, 0)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,302,EAST,(),"(0, 0)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,303,WEST,(),"(1, 0)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,304,EAST,(),"(0, 0)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,305,WEST,(),"(1, 0)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,306,EAST,(),"(0, 0)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,307,WEST,(),"(1, 0)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,308,EAST,(),"(0, 0)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,309,WEST,(),"(1, 0)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,310,EAST,(),"(0, 0)",,13686.0,13686.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,311,WEST,(),"(1, 0)",MELON,13686.0,13686.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,312,WEST,(),"(4, 4)",,13686.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,313,WEST,(),"(3, 4)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,314,WEST,(),"(2, 4)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,315,NORTH,(),"(1, 4)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,316,NORTH,(),"(1, 3)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,317,NORTH,(),"(1, 2)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,318,WATER,(),"(1, 1)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,WATERED
,319,NORTH,(),"(1, 1)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,320,WATER,(),"(1, 0)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,WATERED
,321,WEST,(),"(1, 0)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,322,EAST,(),"(0, 0)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,323,WEST,(),"(1, 0)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,324,EAST,(),"(0, 0)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,325,WEST,(),"(1, 0)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,326,EAST,(),"(0, 0)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,327,WEST,(),"(1, 0)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,328,EAST,(),"(0, 0)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,329,WEST,(),"(1, 0)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,330,EAST,(),"(0, 0)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,331,WEST,(),"(1, 0)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,332,EAST,(),"(0, 0)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,333,WEST,(),"(1, 0)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,334,EAST,(),"(0, 0)",,13685.0,13685.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,335,WEST,(),"(1, 0)",MELON,13685.0,13685.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,336,WEST,(),"(4, 4)",,13685.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,337,WEST,(),"(3, 4)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,338,WEST,(),"(2, 4)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,339,NORTH,(),"(1, 4)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,340,NORTH,(),"(1, 3)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,341,NORTH,(),"(1, 2)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,342,WATER,(),"(1, 1)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,WATERED
,343,NORTH,(),"(1, 1)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 11, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 576, 'fertilized_until_day': -1}",0,0,OBSERVED
,344,WATER,(),"(1, 0)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,WATERED
,345,EAST,(),"(1, 0)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,346,WEST,(),"(2, 0)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,347,EAST,(),"(1, 0)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,348,WEST,(),"(2, 0)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,349,EAST,(),"(1, 0)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,350,WEST,(),"(2, 0)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,351,EAST,(),"(1, 0)",MELON,13684.0,13684.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 10, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 552, 'fertilized_until_day': -1}",0,0,OBSERVED
,352,WEST,(),"(2, 0)",,13684.0,13684.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
