step,resource,price,prev_price,inventory
635,MILK,335,335,9595
635,WOOL,229,229,9973
635,FERTILIZER,100,100,10000
636,WHEAT,48,48,9451
636,CARROT,45,45,9868
636,TOMATO,82,82,9817
636,STRAWBERRY,326,326,9400
636,MELON,279,279,9973
636,EGG,60,60,9832
636,MILK,335,335,9595
636,WOOL,229,229,9973
636,FERTILIZER,100,100,10000
637,WHEAT,49,48,9445
637,CARROT,45,45,9867
637,TOMATO,82,82,9815
637,STRAWBERRY,327,326,9393
637,MELON,279,279,9973
637,EGG,60,60,9831
637,MILK,336,335,9589
637,WOOL,229,229,9973
637,FERTILIZER,100,100,10000
638,WHEAT,49,49,9445
638,CARROT,45,45,9867
638,TOMATO,82,82,9815
638,STRAWBERRY,327,327,9393
638,MELON,279,279,9973
638,EGG,60,60,9831
638,MILK,336,336,9589
638,WOOL,229,229,9973
638,FERTILIZER,100,100,10000
639,WHEAT,49,49,9445
639,CARROT,45,45,9867
639,TOMATO,82,82,9815
639,STRAWBERRY,327,327,9393
639,MELON,279,279,9973
639,EGG,60,60,9831
639,MILK,336,336,9589
639,WOOL,229,229,9973
639,FERTILIZER,100,100,10000
640,WHEAT,49,49,9445
640,CARROT,45,45,9867
640,TOMATO,82,82,9815
640,STRAWBERRY,327,327,9393
640,MELON,279,279,9973
640,EGG,60,60,9831
640,MILK,336,336,9589
640,WOOL,229,229,9973
640,FERTILIZER,100,100,10000
641,WHEAT,49,49,9439
641,CARROT,45,45,9866
641,TOMATO,82,82,9813
641,STRAWBERRY,328,327,9386
641,MELON,279,279,9973
641,EGG,60,60,9830
641,MILK,337,336,9583
641,WOOL,229,229,9973
641,FERTILIZER,100,100,10000
642,WHEAT,49,49,9439
642,CARROT,45,45,9866
642,TOMATO,82,82,9813
642,STRAWBERRY,328,328,9386
642,MELON,279,279,9973
642,EGG,60,60,9830
642,MILK,337,337,9583
642,WOOL,229,229,9973
642,FERTILIZER,100,100,10000
643,WHEAT,49,49,9439
643,CARROT,45,45,9866
643,TOMATO,82,82,9813
643,STRAWBERRY,328,328,9386
643,MELON,279,279,9973
643,EGG,60,60,9830
643,MILK,337,337,9583
643,WOOL,229,229,9973
643,FERTILIZER,100,100,10000
644,WHEAT,49,49,9439
644,CARROT,45,45,9866
644,TOMATO,82,82,9813
644,STRAWBERRY,328,328,9386
644,MELON,279,279,9973
644,EGG,60,60,9830
644,MILK,337,337,9583
644,WOOL,229,229,9973
644,FERTILIZER,100,100,10000
645,WHEAT,49,49,9433
645,CARROT,46,45,9865
645,TOMATO,83,82,9811
645,STRAWBERRY,329,328,9379
645,MELON,279,279,9973
645,EGG,60,60,9829
645,MILK,339,337,9577
645,WOOL,229,229,9973
645,FERTILIZER,100,100,10000
646,WHEAT,49,49,9433
646,CARROT,46,46,9865
646,TOMATO,83,83,9811
646,STRAWBERRY,329,329,9379
646,MELON,279,279,9973
646,EGG,60,60,9829
646,MILK,339,339,9577
646,WOOL,229,229,9973
646,FERTILIZER,100,100,10000
647,WHEAT,49,49,9433
647,CARROT,46,46,9865
647,TOMATO,83,83,9811
647,STRAWBERRY,329,329,9379
647,MELON,279,279,9973
647,EGG,60,60,9829
647,MILK,339,339,9577
647,WOOL,229,229,9973
647,FERTILIZER,100,100,10000
648,WHEAT,49,49,9433
648,CARROT,46,46,9865
648,TOMATO,83,83,9811
648,STRAWBERRY,329,329,9379
648,MELON,279,279,9973
648,EGG,60,60,9829
648,MILK,339,339,9577
648,WOOL,229,229,9973
648,FERTILIZER,100,100,10000
649,WHEAT,49,49,9426
649,CARROT,46,46,9863
649,TOMATO,83,83,9808
649,STRAWBERRY,331,329,9371
649,MELON,280,279,9972
649,EGG,60,60,9827
649,MILK,340,339,9570
649,WOOL,229,229,9972
649,FERTILIZER,100,100,10000
650,WHEAT,49,49,9426
650,CARROT,46,46,9863
650,TOMATO,83,83,9808
650,STRAWBERRY,331,331,9371
650,MELON,280,280,9972
650,EGG,60,60,9827
650,MILK,340,340,9570
650,WOOL,229,229,9972
650,FERTILIZER,100,100,10000
651,WHEAT,49,49,9426
651,CARROT,46,46,9863
651,TOMATO,83,83,9808
651,STRAWBERRY,331,331,9371
651,MELON,280,280,9972
651,EGG,60,60,9827
651,MILK,340,340,9570
651,WOOL,229,229,9972
651,FERTILIZER,100,100,10000
652,WHEAT,49,49,9426
652,CARROT,46,46,9863
652,TOMATO,83,83,9808
652,STRAWBERRY,331,331,9371
652,MELON,280,280,9972
652,EGG,60,60,9827
652,MILK,340,340,9570
652,WOOL,229,229,9972
652,FERTILIZER,100,100,10000
653,WHEAT,49,49,9420
653,CARROT,46,46,9862
653,TOMATO,83,83,9806
653,STRAWBERRY,332,331,9364
653,MELON,280,280,9972
653,EGG,60,60,9826
653,MILK,341,340,9564
653,WOOL,229,229,9972
653,FERTILIZER,100,100,10000
654,WHEAT,49,49,9420
654,CARROT,46,46,9862
654,TOMATO,83,83,9806
654,STRAWBERRY,332,332,9364
654,MELON,280,280,9972
654,EGG,60,60,9826
654,MILK,341,341,9564
654,WOOL,229,229,9972
654,FERTILIZER,100,100,10000
655,WHEAT,49,49,9420
655,CARROT,46,46,9862
655,TOMATO,83,83,9806
655,STRAWBERRY,332,332,9364
655,MELON,280,280,9972
655,EGG,60,60,9826
655,MILK,341,341,9564
655,WOOL,229,229,9972
655,FERTILIZER,100,100,10000
656,WHEAT,49,49,9420
656,CARROT,46,46,9862
656,TOMATO,83,83,9806
656,STRAWBERRY,332,332,9364
656,MELON,280,280,9972
656,EGG,60,60,9826
656,MILK,341,341,9564
656,WOOL,229,229,9972
656,FERTILIZER,100,100,10000
657,WHEAT,49,49,9414
657,CARROT,46,46,9861
657,TOMATO,84,83,9804
657,STRAWBERRY,333,332,9357
657,MELON,280,280,9972
657,EGG,61,60,9825
657,MILK,343,341,9558
657,WOOL,229,229,9972
657,FERTILIZER,100,100,10000
658,WHEAT,49,49,9414
658,CARROT,46,46,9861
658,TOMATO,84,84,9804
658,STRAWBERRY,333,333,9357
658,MELON,280,280,9972
658,EGG,61,61,9825
658,MILK,343,343,9558
658,WOOL,229,229,9972
658,FERTILIZER,100,100,10000
659,WHEAT,49,49,9414
659,CARROT,46,46,9861
659,TOMATO,84,84,9804
659,STRAWBERRY,333,333,9357
659,MELON,280,280,9972
659,EGG,61,61,9825
659,MILK,343,343,9558
659,WOOL,229,229,9972
659,FERTILIZER,100,100,10000
660,WHEAT,49,49,9414
660,CARROT,46,46,9861
660,TOMATO,84,84,9804
660,STRAWBERRY,333,333,9357
660,MELON,280,280,9972
660,EGG,61,61,9825
660,MILK,343,343,9558
660,WOOL,229,229,9972
660,FERTILIZER,100,100,10000
661,WHEAT,49,49,9408
661,CARROT,46,46,9860
661,TOMATO,84,84,9802
661,STRAWBERRY,334,333,9350
661,MELON,280,280,9972
661,EGG,61,61,9824
661,MILK,344,343,9552
661,WOOL,229,229,9972
661,FERTILIZER,100,100,10000
662,WHEAT,49,49,9408
662,CARROT,46,46,9860
662,TOMATO,84,84,9802
662,STRAWBERRY,334,334,9350
662,MELON,280,280,9972
662,EGG,61,61,9824
662,MILK,344,344,9552
662,WOOL,229,229,9972
662,FERTILIZER,100,100,10000
663,WHEAT,49,49,9408
663,CARROT,46,46,9860
663,TOMATO,84,84,9802
663,STRAWBERRY,334,334,9350
663,MELON,280,280,9972
663,EGG,61,61,9824
663,MILK,344,344,9552
663,WOOL,229,229,9972
663,FERTILIZER,100,100,10000
664,WHEAT,49,49,9408
664,CARROT,46,46,9860
664,TOMATO,84,84,9802
664,STRAWBERRY,334,334,9350
664,MELON,280,280,9972
664,EGG,61,61,9824
664,MILK,344,344,9552
664,WOOL,229,229,9972
664,FERTILIZER,100,100,10000
665,WHEAT,49,49,9402
665,CARROT,46,46,9859
665,TOMATO,84,84,9800
665,STRAWBERRY,335,334,9343
665,MELON,280,280,9972
665,EGG,61,61,9823
665,MILK,345,344,9546
665,WOOL,229,229,9972
665,FERTILIZER,100,100,10000
666,WHEAT,49,49,9402
666,CARROT,46,46,9859
666,TOMATO,84,84,9800
666,STRAWBERRY,335,335,9343
666,MELON,280,280,9972
666,EGG,61,61,9823
666,MILK,345,345,9546
666,WOOL,229,229,9972
666,FERTILIZER,100,100,10000
667,WHEAT,49,49,9402
667,CARROT,46,46,9859
667,TOMATO,84,84,9800
667,STRAWBERRY,335,335,9343
667,MELON,280,280,9972
667,EGG,61,61,9823
667,MILK,345,345,9546
667,WOOL,229,229,9972
667,FERTILIZER,100,100,10000
668,WHEAT,49,49,9402
668,CARROT,46,46,9859
668,TOMATO,84,84,9800
668,STRAWBERRY,335,335,9343
668,MELON,280,280,9972
668,EGG,61,61,9823
668,MILK,345,345,9546
668,WOOL,229,229,9972
668,FERTILIZER,100,100,10000
669,WHEAT,50,49,9396
669,CARROT,46,46,9858
669,TOMATO,84,84,9798
669,STRAWBERRY,336,335,9336
669,MELON,280,280,9972
669,EGG,61,61,9822
669,MILK,346,345,9540
669,WOOL,229,229,9972
669,FERTILIZER,100,100,10000
670,WHEAT,50,50,9396
670,CARROT,46,46,9858
670,TOMATO,84,84,9798
670,STRAWBERRY,336,336,9336
670,MELON,280,280,9972
670,EGG,61,61,9822
670,MILK,346,346,9540
670,WOOL,229,229,9972
670,FERTILIZER,100,100,10000
671,WHEAT,50,50,9396
671,CARROT,46,46,9858
671,TOMATO,84,84,9798
671,STRAWBERRY,336,336,9336
671,MELON,280,280,9972
671,EGG,61,61,9822
671,MILK,346,346,9540
671,WOOL,229,229,9972
671,FERTILIZER,100,100,10000
672,WHEAT,50,50,9396
672,CARROT,46,46,9858
672,TOMATO,84,84,9798
672,STRAWBERRY,336,336,9336
672,MELON,280,280,9972
672,EGG,61,61,9822
672,MILK,346,346,9540
672,WOOL,229,229,9972
672,FERTILIZER,100,100,10000
673,WHEAT,50,50,9389
673,CARROT,46,46,9856
673,TOMATO,85,84,9795
673,STRAWBERRY,338,336,9328
673,MELON,280,280,9971
673,EGG,61,61,9820
673,MILK,348,346,9533
673,WOOL,229,229,9971
673,FERTILIZER,100,100,10000
674,WHEAT,50,50,9389
674,CARROT,46,46,9856
674,TOMATO,85,85,9795
674,STRAWBERRY,338,338,9328
674,MELON,280,280,9971
674,EGG,61,61,9820
674,MILK,348,348,9533
674,WOOL,229,229,9971
674,FERTILIZER,100,100,10000
675,WHEAT,50,50,9389
675,CARROT,46,46,9856
675,TOMATO,85,85,9795
675,STRAWBERRY,338,338,9328
675,MELON,280,280,9971
675,EGG,61,61,9820
675,MILK,348,348,9533
675,WOOL,229,229,9971
675,FERTILIZER,100,100,10000
676,WHEAT,50,50,9389
676,CARROT,46,46,9856
676,TOMATO,85,85,9795
676,STRAWBERRY,338,338,9328
676,MELON,280,280,9971
676,EGG,61,61,9820
676,MILK,348,348,9533
676,WOOL,229,229,9971
676,FERTILIZER,100,100,10000
677,WHEAT,50,50,9383
677,CARROT,46,46,9855
677,TOMATO,85,85,9793
677,STRAWBERRY,339,338,9321
677,MELON,280,280,9971
677,EGG,61,61,9819
677,MILK,349,348,9527
677,WOOL,229,229,9971
677,FERTILIZER,100,100,10000
678,WHEAT,50,50,9383
678,CARROT,46,46,9855
678,TOMATO,85,85,9793
678,STRAWBERRY,339,339,9321
678,MELON,280,280,9971
678,EGG,61,61,9819
678,MILK,349,349,9527
678,WOOL,229,229,9971
678,FERTILIZER,100,100,10000
679,WHEAT,50,50,9383
679,CARROT,46,46,9855
679,TOMATO,85,85,9793
679,STRAWBERRY,339,339,9321
679,MELON,280,280,9971
679,EGG,61,61,9819
679,MILK,349,349,9527
679,WOOL,229,229,9971
679,FERTILIZER,100,100,10000
680,WHEAT,50,50,9383
680,CARROT,46,46,9855
680,TOMATO,85,85,9793
680,STRAWBERRY,339,339,9321
680,MELON,280,280,9971
680,EGG,61,61,9819
680,MILK,349,349,9527
680,WOOL,229,229,9971
680,FERTILIZER,100,100,10000
681,WHEAT,50,50,9377
681,CARROT,46,46,9854
681,TOMATO,85,85,9791
681,STRAWBERRY,340,339,9314
681,MELON,280,280,9971
681,EGG,61,61,9818
681,MILK,350,349,9521
681,WOOL,229,229,9971
681,FERTILIZER,100,100,10000
682,WHEAT,50,50,9377
682,CARROT,46,46,9854
682,TOMATO,85,85,9791
682,STRAWBERRY,340,340,9314
682,MELON,280,280,9971
682,EGG,61,61,9818
682,MILK,350,350,9521
682,WOOL,229,229,9971
682,FERTILIZER,100,100,10000
683,WHEAT,50,50,9377
683,CARROT,46,46,9854
683,TOMATO,85,85,9791
683,STRAWBERRY,340,340,9314
683,MELON,280,280,9971
683,EGG,61,61,9818
683,MILK,350,350,9521
683,WOOL,229,229,9971
683,FERTILIZER,100,100,10000
684,WHEAT,50,50,9377
684,CARROT,46,46,9854
684,TOMATO,85,85,9791
684,STRAWBERRY,340,340,9314
684,MELON,280,280,9971
684,EGG,61,61,9818
684,MILK,350,350,9521
684,WOOL,229,229,9971
684,FERTILIZER,100,100,10000
685,WHEAT,50,50,9371
685,CARROT,46,46,9853
685,TOMATO,86,85,9789
685,STRAWBERRY,341,340,9307
685,MELON,280,280,9971
685,EGG,61,61,9817
685,MILK,351,350,9515
685,WOOL,229,229,9971
685,FERTILIZER,100,100,10000
686,WHEAT,50,50,9371
686,CARROT,46,46,9853
686,TOMATO,86,86,9789
686,STRAWBERRY,341,341,9307
686,MELON,280,280,9971
686,EGG,61,61,9817
686,MILK,351,351,9515
686,WOOL,229,229,9971
686,FERTILIZER,100,100,10000
687,WHEAT,50,50,9371
687,CARROT,46,46,9853
687,TOMATO,86,86,9789
687,STRAWBERRY,341,341,9307
687,MELON,280,280,9971
687,EGG,61,61,9817
687,MILK,351,351,9515
687,WOOL,229,229,9971
687,FERTILIZER,100,100,10000
688,WHEAT,50,50,9371
688,CARROT,46,46,9853
688,TOMATO,86,86,9789
688,STRAWBERRY,341,341,9307
688,MELON,280,280,9971
688,EGG,61,61,9817
688,MILK,351,351,9515
688,WOOL,229,229,9971
688,FERTILIZER,100,100,10000
689,WHEAT,50,50,9365
689,CARROT,47,46,9852
689,TOMATO,86,86,9787
689,STRAWBERRY,342,341,9300
689,MELON,280,280,9971
689,EGG,61,61,9816
689,MILK,353,351,9509
689,WOOL,229,229,9971
689,FERTILIZER,100,100,10000
690,WHEAT,50,50,9365
690,CARROT,47,47,9852
690,TOMATO,86,86,9787
690,STRAWBERRY,342,342,9300
690,MELON,280,280,9971
690,EGG,61,61,9816
690,MILK,353,353,9509
690,WOOL,229,229,9971
690,FERTILIZER,100,100,10000
691,WHEAT,50,50,9365
691,CARROT,47,47,9852
691,TOMATO,86,86,9787
691,STRAWBERRY,342,342,9300
691,MELON,280,280,9971
691,EGG,61,61,9816
691,MILK,353,353,9509
691,WOOL,229,229,9971
691,FERTILIZER,100,100,10000
692,WHEAT,50,50,9365
692,CARROT,47,47,9852
692,TOMATO,86,86,9787
692,STRAWBERRY,342,342,9300
692,MELON,280,280,9971
692,EGG,61,61,9816
692,MILK,353,353,9509
692,WOOL,229,229,9971
692,FERTILIZER,100,100,10000
693,WHEAT,50,50,9359
693,CARROT,47,47,9851
693,TOMATO,87,86,9785
693,STRAWBERRY,343,342,9293
693,MELON,280,280,9971
693,EGG,61,61,9815
693,MILK,354,353,9503
693,WOOL,229,229,9971
693,FERTILIZER,100,100,10000
694,WHEAT,50,50,9359
694,CARROT,47,47,9851
694,TOMATO,87,87,9785
694,STRAWBERRY,343,343,9293
694,MELON,280,280,9971
694,EGG,61,61,9815
694,MILK,354,354,9503
694,WOOL,229,229,9971
694,FERTILIZER,100,100,10000
695,WHEAT,50,50,9359
695,CARROT,47,47,9851
695,TOMATO,87,87,9785
695,STRAWBERRY,343,343,9293
695,MELON,280,280,9971
695,EGG,61,61,9815
695,MILK,354,354,9503
695,WOOL,229,229,9971
695,FERTILIZER,100,100,10000
696,WHEAT,50,50,9359
696,CARROT,47,47,9851
696,TOMATO,87,87,9785
696,STRAWBERRY,343,343,9293
696,MELON,280,280,9971
696,EGG,61,61,9815
696,MILK,354,354,9503
696,WOOL,229,229,9971
696,FERTILIZER,100,100,10000
697,WHEAT,50,50,9352
697,CARROT,47,47,9849
697,TOMATO,88,87,9782
697,STRAWBERRY,345,343,9285
697,MELON,280,280,9970
697,EGG,61,61,9813
697,MILK,355,354,9496
697,WOOL,229,229,9970
697,FERTILIZER,100,100,10000
698,WHEAT,50,50,9352
698,CARROT,47,47,9849
698,TOMATO,88,88,9782
698,STRAWBERRY,345,345,9285
698,MELON,280,280,9970
698,EGG,61,61,9813
698,MILK,355,355,9496
698,WOOL,229,229,9970
698,FERTILIZER,100,100,10000
699,WHEAT,50,50,9352
699,CARROT,47,47,9849
699,TOMATO,88,88,9782
699,STRAWBERRY,345,345,9285
699,MELON,280,280,9970
699,EGG,61,61,9813
699,MILK,355,355,9496
699,WOOL,229,229,9970
699,FERTILIZER,100,100,10000
700,WHEAT,50,50,9352
700,CARROT,47,47,9849
700,TOMATO,88,88,9782
700,STRAWBERRY,345,345,9285
700,MELON,280,280,9970
700,EGG,61,61,9813
700,MILK,355,355,9496
700,WOOL,229,229,9970
700,FERTILIZER,100,100,10000
701,WHEAT,51,50,9346
701,CARROT,47,47,9848
701,TOMATO,88,88,9780
701,STRAWBERRY,346,345,9278
701,MELON,280,280,9970
701,EGG,61,61,9812
701,MILK,356,355,9490
701,WOOL,229,229,9970
701,FERTILIZER,100,100,10000
702,WHEAT,51,51,9346
702,CARROT,47,47,9848
702,TOMATO,88,88,9780
702,STRAWBERRY,346,346,9278
702,MELON,280,280,9970
702,EGG,61,61,9812
702,MILK,356,356,9490
702,WOOL,229,229,9970
702,FERTILIZER,100,100,10000
703,WHEAT,51,51,9346
703,CARROT,47,47,9848
703,TOMATO,88,88,9780
703,STRAWBERRY,346,346,9278
703,MELON,280,280,9970
703,EGG,61,61,9812
703,MILK,356,356,9490
703,WOOL,229,229,9970
703,FERTILIZER,100,100,10000
704,WHEAT,51,51,9346
704,CARROT,47,47,9848
704,TOMATO,88,88,9780
704,STRAWBERRY,346,346,9278
704,MELON,280,280,9970
704,EGG,61,61,9812
704,MILK,356,356,9490
704,WOOL,229,229,9970
704,FERTILIZER,100,100,10000
705,WHEAT,51,51,9340
705,CARROT,47,47,9847
705,TOMATO,89,88,9778
705,STRAWBERRY,347,346,9271
705,MELON,280,280,9970
705,EGG,61,61,9811
705,MILK,357,356,9484
705,WOOL,229,229,9970
705,FERTILIZER,100,100,10000
706,WHEAT,51,51,9340
706,CARROT,47,47,9847
706,TOMATO,89,89,9778
706,STRAWBERRY,347,347,9271
706,MELON,280,280,9970
706,EGG,61,61,9811
706,MILK,357,357,9484
706,WOOL,229,229,9970
706,FERTILIZER,100,100,10000
707,WHEAT,51,51,9340
707,CARROT,47,47,9847
707,TOMATO,89,89,9778
707,STRAWBERRY,347,347,9271
707,MELON,280,280,9970
707,EGG,61,61,9811
707,MILK,357,357,9484
707,WOOL,229,229,9970
707,FERTILIZER,100,100,10000
708,WHEAT,51,51,9340
708,CARROT,47,47,9847
708,TOMATO,89,89,9778
708,STRAWBERRY,347,347,9271
708,MELON,280,280,9970
708,EGG,61,61,9811
708,MILK,357,357,9484
708,WOOL,229,229,9970
708,FERTILIZER,100,100,10000
709,WHEAT,51,51,9334
709,CARROT,47,47,9846
709,TOMATO,90,89,9776
709,STRAWBERRY,348,347,9264
709,MELON,280,280,9970
709,EGG,61,61,9810
709,MILK,359,357,9478
709,WOOL,229,229,9970
709,FERTILIZER,100,100,10000
710,WHEAT,51,51,9334
710,CARROT,47,47,9846
710,TOMATO,90,90,9776
710,STRAWBERRY,348,348,9264
710,MELON,280,280,9970
710,EGG,61,61,9810
710,MILK,359,359,9478
710,WOOL,229,229,9970
710,FERTILIZER,100,100,10000
711,WHEAT,51,51,9334
711,CARROT,47,47,9846
711,TOMATO,90,90,9776
711,STRAWBERRY,348,348,9264
711,MELON,280,280,9970
711,EGG,61,61,9810
711,MILK,359,359,9478
711,WOOL,229,229,9970
711,FERTILIZER,100,100,10000
712,WHEAT,51,51,9334
712,CARROT,47,47,9846
712,TOMATO,90,90,9776
712,STRAWBERRY,348,348,9264
712,MELON,280,280,9970
712,EGG,61,61,9810
712,MILK,359,359,9478
712,WOOL,229,229,9970
712,FERTILIZER,100,100,10000
713,WHEAT,51,51,9328
713,CARROT,47,47,9845
713,TOMATO,90,90,9774
713,STRAWBERRY,349,348,9257
713,MELON,280,280,9970
713,EGG,62,61,9809
713,MILK,360,359,9472
713,WOOL,229,229,9970
713,FERTILIZER,100,100,10000
714,WHEAT,51,51,9328
714,CARROT,47,47,9845
714,TOMATO,90,90,9774
714,STRAWBERRY,349,349,9257
714,MELON,280,280,9970
714,EGG,62,62,9809
714,MILK,360,360,9472
714,WOOL,229,229,9970
714,FERTILIZER,100,100,10000
715,WHEAT,51,51,9328
715,CARROT,47,47,9845
715,TOMATO,90,90,9774
715,STRAWBERRY,349,349,9257
715,MELON,280,280,9970
715,EGG,62,62,9809
715,MILK,360,360,9472
715,WOOL,229,229,9970
715,FERTILIZER,100,100,10000
716,WHEAT,51,51,9328
716,CARROT,47,47,9845
716,TOMATO,90,90,9774
716,STRAWBERRY,349,349,9257
716,MELON,280,280,9970
716,EGG,62,62,9809
716,MILK,360,360,9472
716,WOOL,229,229,9970
716,FERTILIZER,100,100,10000
717,WHEAT,51,51,9322
717,CARROT,47,47,9844
717,TOMATO,91,90,9772
717,STRAWBERRY,350,349,9250
717,MELON,280,280,9970
717,EGG,62,62,9808
717,MILK,361,360,9466
717,WOOL,229,229,9970
717,FERTILIZER,100,100,10000
718,WHEAT,51,51,9322
718,CARROT,47,47,9844
718,TOMATO,91,91,9772
718,STRAWBERRY,350,350,9250
718,MELON,280,280,9970
718,EGG,62,62,9808
718,MILK,361,361,9466
718,WOOL,229,229,9970
718,FERTILIZER,100,100,10000
0,WHEAT,25,,10000
0,CARROT,35,,10000
0,TOMATO,60,,10000
0,STRAWBERRY,120,,10000
0,MELON,250,,10000
0,EGG,50,,10000
0,MILK,160,,10000
0,WOOL,200,,10000
0,FERTILIZER,100,,10000
1,WHEAT,26,25,9999
1,CARROT,35,35,9999
1,TOMATO,60,60,9999
1,STRAWBERRY,128,120,9999
1,MELON,256,250,9999
1,EGG,50,50,9999
1,MILK,169,160,9999
1,WOOL,206,200,9999
1,FERTILIZER,100,100,10000
2,WHEAT,26,26,9999
2,CARROT,35,35,9999
2,TOMATO,60,60,9999
2,STRAWBERRY,128,128,9999
2,MELON,256,256,9999
2,EGG,50,50,9999
2,MILK,169,169,9999
2,WOOL,206,206,9999
2,FERTILIZER,100,100,10000
3,WHEAT,26,26,9999
3,CARROT,35,35,9999
3,TOMATO,60,60,9999
3,STRAWBERRY,128,128,9999
3,MELON,256,256,9999
3,EGG,50,50,9999
3,MILK,169,169,9999
3,WOOL,206,206,9999
3,FERTILIZER,100,100,10000
4,WHEAT,26,26,9999
4,CARROT,35,35,9999
4,TOMATO,60,60,9999
4,STRAWBERRY,128,128,9999
4,MELON,256,256,9999
4,EGG,50,50,9999
4,MILK,169,169,9999
4,WOOL,206,206,9999
4,FERTILIZER,100,100,10000
5,WHEAT,26,26,9999
5,CARROT,35,35,9999
5,TOMATO,60,60,9999
5,STRAWBERRY,128,128,9999
5,MELON,256,256,9999
5,EGG,50,50,9999
5,MILK,169,169,9999
5,WOOL,206,206,9999
5,FERTILIZER,100,100,10000
6,WHEAT,26,26,9999
6,CARROT,35,35,9999
6,TOMATO,60,60,9999
6,STRAWBERRY,128,128,9999
6,MELON,256,256,9999
6,EGG,50,50,9999
6,MILK,169,169,9999
6,WOOL,206,206,9999
6,FERTILIZER,100,100,10000
7,WHEAT,26,26,9999
7,CARROT,35,35,9999
7,TOMATO,60,60,9999
7,STRAWBERRY,128,128,9999
7,MELON,256,256,9999
7,EGG,50,50,9999
7,MILK,169,169,9999
7,WOOL,206,206,9999
7,FERTILIZER,100,100,10000
8,WHEAT,26,26,9999
8,CARROT,35,35,9999
8,TOMATO,60,60,9999
8,STRAWBERRY,128,128,9999
8,MELON,256,256,9999
8,EGG,50,50,9999
8,MILK,169,169,9999
8,WOOL,206,206,9999
8,FERTILIZER,100,100,10000
9,WHEAT,26,26,9999
9,CARROT,35,35,9999
9,TOMATO,60,60,9999
9,STRAWBERRY,128,128,9999
9,MELON,256,256,9999
9,EGG,50,50,9999
9,MILK,169,169,9999
9,WOOL,206,206,9999
9,FERTILIZER,100,100,10000
10,WHEAT,26,26,9999
10,CARROT,35,35,9999
10,TOMATO,60,60,9999
10,STRAWBERRY,128,128,9999
10,MELON,256,256,9999
10,EGG,50,50,9999
10,MILK,169,169,9999
10,WOOL,206,206,9999
10,FERTILIZER,100,100,10000
11,WHEAT,26,26,9999
11,CARROT,35,35,9999
11,TOMATO,60,60,9999
11,STRAWBERRY,128,128,9999
11,MELON,256,256,9999
11,EGG,50,50,9999
11,MILK,169,169,9999
11,WOOL,206,206,9999
11,FERTILIZER,100,100,10000
12,WHEAT,26,26,9999
12,CARROT,35,35,9999
12,TOMATO,60,60,9999
12,STRAWBERRY,128,128,9999
12,MELON,256,256,9999
12,EGG,50,50,9999
12,MILK,169,169,9999
12,WOOL,206,206,9999
12,FERTILIZER,100,100,10000
13,WHEAT,26,26,9999
13,CARROT,35,35,9999
13,TOMATO,60,60,9999
13,STRAWBERRY,128,128,9999
13,MELON,256,256,9999
13,EGG,50,50,9999
13,MILK,169,169,9999
13,WOOL,206,206,9999
13,FERTILIZER,100,100,10000
14,WHEAT,26,26,9999
14,CARROT,35,35,9999
14,TOMATO,60,60,9999
14,STRAWBERRY,128,128,9999
14,MELON,256,256,9999
14,EGG,50,50,9999
14,MILK,169,169,9999
14,WOOL,206,206,9999
14,FERTILIZER,100,100,10000
15,WHEAT,26,26,9999
15,CARROT,35,35,9999
15,TOMATO,60,60,9999
15,STRAWBERRY,128,128,9999
15,MELON,256,256,9999
15,EGG,50,50,9999
15,MILK,169,169,9999
15,WOOL,206,206,9999
15,FERTILIZER,100,100,10000
16,WHEAT,26,26,9999
16,CARROT,35,35,9999
16,TOMATO,60,60,9999
16,STRAWBERRY,128,128,9999
16,MELON,256,256,9999
16,EGG,50,50,9999
16,MILK,169,169,9999
16,WOOL,206,206,9999
16,FERTILIZER,100,100,10000
17,WHEAT,26,26,9999
17,CARROT,35,35,9999
17,TOMATO,60,60,9999
17,STRAWBERRY,128,128,9999
17,MELON,256,256,9999
17,EGG,50,50,9999
17,MILK,169,169,9999
17,WOOL,206,206,9999
17,FERTILIZER,100,100,10000
18,WHEAT,26,26,9999
18,CARROT,35,35,9999
18,TOMATO,60,60,9999
18,STRAWBERRY,128,128,9999
18,MELON,256,256,9999
18,EGG,50,50,9999
18,MILK,169,169,9999
18,WOOL,206,206,9999
18,FERTILIZER,100,100,10000
19,WHEAT,26,26,9999
19,CARROT,35,35,9999
19,TOMATO,60,60,9999
19,STRAWBERRY,128,128,9999
19,MELON,256,256,9999
19,EGG,50,50,9999
19,MILK,169,169,9999
19,WOOL,206,206,9999
19,FERTILIZER,100,100,10000
20,WHEAT,26,26,9999
20,CARROT,35,35,9999
20,TOMATO,60,60,9999
20,STRAWBERRY,128,128,9999
20,MELON,256,256,9999
20,EGG,50,50,9999
20,MILK,169,169,9999
20,WOOL,206,206,9999
20,FERTILIZER,100,100,10000
21,WHEAT,26,26,9999
21,CARROT,35,35,9999
21,TOMATO,60,60,9999
21,STRAWBERRY,128,128,9999
21,MELON,256,256,9999
21,EGG,50,50,9999
21,MILK,169,169,9999
21,WOOL,206,206,9999
21,FERTILIZER,100,100,10000
22,WHEAT,26,26,9999
22,CARROT,35,35,9999
22,TOMATO,60,60,9999
22,STRAWBERRY,128,128,9999
22,MELON,256,256,9999
22,EGG,50,50,9999
